         3741936 function calls (3648040 primitive calls) in 2.102 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method io.open}
      221    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.005    0.005 compat.py:3(<module>)
        1    0.000    0.000    0.013    0.013 _make.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       29    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
        1    0.000    0.000    0.000    0.000 argparse.py:1245(_ActionsContainer)
      107    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.074    0.074 rewrite.py:1(<module>)
      156    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
      218    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        2    0.000    0.000    0.000    0.000 executor.py:80(__init__)
       16    0.000    0.000    0.005    0.000 tokenize.py:487(_tokenize)
       15    0.000    0.000    0.000    0.000 typing.py:533(__init__)
        1    0.000    0.000    0.001    0.001 mock.py:8(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
       31    0.000    0.000    0.000    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.000    0.000 hookspec.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fixtures.py:1(<module>)
       65    0.000    0.000    0.000    0.000 mock.py:741(__delattr__)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       49    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
        2    0.000    0.000    0.068    0.034 util.py:1(<module>)
        7    0.000    0.000    0.002    0.000 enum.py:633(_convert)
      127    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
      220    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      162    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       49    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.031    0.031 test_protocol.py:149(checks)
       24    0.000    0.000    0.002    0.000 _make.py:679(add_init)
       35    0.000    0.000    0.001    0.000 typing.py:744(__getitem__)
       10    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
       38    0.000    0.000    0.001    0.000 typing.py:1193(_alias)
        1    0.000    0.000    0.001    0.001 quoprimime.py:27(<module>)
    21/11    0.000    0.000    0.002    0.000 apipkg.py:133(__makeattr)
       24    0.000    0.000    0.000    0.000 storage.py:235(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
      163    0.000    0.000    0.000    0.000 _make.py:740(_determine_eq_order)
        1    0.000    0.000    0.000    0.000 compat.py:211(<dictcomp>)
        1    0.000    0.000    0.000    0.000 more.py:1(<module>)
       61    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       14    0.000    0.000    0.000    0.000 typing.py:1062(overload)
        1    0.000    0.000    0.003    0.003 shutil.py:5(<module>)
       35    0.000    0.000    0.001    0.000 abc.py:125(__new__)
       87    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        1    0.000    0.000    0.004    0.004 zipfile.py:5(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        7    0.000    0.000    0.000    0.000 fixtures.py:1032(_parse_fixture_args)
        1    0.000    0.000    0.003    0.003 python_api.py:1(<module>)
       98    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       14    0.000    0.000    0.001    0.000 _make.py:667(add_hash)
        1    0.000    0.000    0.003    0.003 validators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 python.py:1(<module>)
        2    0.000    0.000    0.094    0.047 __init__.py:4(<module>)
       72    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
      199    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        2    0.000    0.000    0.002    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:38(error)
       29    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
        6    0.000    0.000    0.000    0.000 __init__.py:416(children)
        2    0.000    0.000    0.006    0.003 main.py:1(<module>)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.005    0.005 inspect.py:1957(_signature_fromstr)
       38    0.000    0.000    0.000    0.000 _make.py:1539(fmt_setter)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       17    0.000    0.000    0.000    0.000 protocol_messages.py:194(make_protocol_error)
        6    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
       61    0.000    0.000    0.018    0.000 re.py:232(compile)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       69    0.000    0.000    0.000    0.000 _make.py:699(<genexpr>)
       25    0.000    0.000    0.002    0.000 _make.py:767(attrs)
       17    0.000    0.000    0.000    0.000 _make.py:1270(_make_repr)
       74    0.000    0.000    0.000    0.000 typing.py:479(__hash__)
        1    0.000    0.000    0.008    0.008 platform.py:10(<module>)
       26    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.000    0.000 source.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fixtures.py:1071(fixture)
        7    0.000    0.000    0.005    0.001 mock.py:389(__init__)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       23    0.000    0.000    0.000    0.000 _make.py:1207(_make_order)
       67    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
      175    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
      100    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 typing.py:1475(IO)
        2    0.000    0.000    0.014    0.007 _compat.py:1(<module>)
        2    0.000    0.000    0.001    0.000 protocol.py:69(__init__)
        7    0.000    0.000    0.006    0.001 mock.py:1904(__init__)
       81    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       11    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       81    0.000    0.000    0.000    0.000 _make.py:1474(<genexpr>)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.002    0.002 nodes.py:1(<module>)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        3    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:42(<module>)
        1    0.000    0.000    0.001    0.001 structures.py:1(<module>)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       81    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
      115    0.000    0.000    0.000    0.000 _make.py:709(<genexpr>)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        3    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        1    0.000    0.000    0.000    0.000 code.py:424(ExceptionInfo)
        1    0.000    0.000    0.005    0.005 inspect.py:1885(_signature_strip_non_python_syntax)
       83    0.000    0.000    0.000    0.000 _make.py:402(<genexpr>)
       26    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.002    0.002 configparser.py:139(<module>)
        1    0.000    0.000    0.000    0.000 recwarn.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       11    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       67    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 mock.py:37(<setcomp>)
     10/6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       15    0.000    0.000    0.000    0.000 _make.py:644(add_repr)
       75    0.000    0.000    0.000    0.000 _make.py:1279(<genexpr>)
       49    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.004    0.004 __init__.py:45(<module>)
        7    0.000    0.000    0.005    0.001 mock.py:989(__init__)
      127    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       11    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:830(__or__)
       25    0.000    0.000    0.001    0.000 _make.py:489(build_class)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
       83    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        6    0.000    0.000    0.000    0.000 fixtures.py:974(wrap_function_to_error_out_if_called_directly)
       30    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       68    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       36    0.000    0.000    0.000    0.000 enum.py:628(value)
        1    0.000    0.000    0.000    0.000 code.py:647(FormattedExcinfo)
        5    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.001    0.001 terminalwriter.py:5(<module>)
        1    0.000    0.000    0.001    0.001 warning_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:351(TestCase)
        6    0.000    0.000    0.001    0.000 mock.py:945(_get_child_mock)
       71    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
       21    0.000    0.000    0.000    0.000 functools.py:67(wraps)
       81    0.000    0.000    0.000    0.000 _make.py:1352(<genexpr>)
       71    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
       23    0.000    0.000    0.000    0.000 hooks.py:38(setattr_hookspec_opts)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.009    0.009 utils.py:5(<module>)
        1    0.000    0.000    0.003    0.003 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 reports.py:1(<module>)
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        9    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
      2/1    0.000    0.000    0.005    0.005 inspect.py:2198(_signature_from_callable)
       73    0.000    0.000    0.000    0.000 _make.py:1454(_is_slot_attr)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 _make.py:1894(<listcomp>)
        1    0.000    0.000    0.001    0.001 uuid.py:45(<module>)
        1    0.000    0.000    0.031    0.031 manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.001    0.001 configparser.py:559(RawConfigParser)
        2    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 local.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1807(<setcomp>)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       59    0.000    0.000    0.000    0.000 _make.py:360(<lambda>)
       84    0.000    0.000    0.000    0.000 _make.py:471(<genexpr>)
       25    0.000    0.000    0.000    0.000 _make.py:1169(<listcomp>)
       24    0.000    0.000    0.000    0.000 _make.py:1343(<listcomp>)
       13    0.000    0.000    0.000    0.000 _make.py:1512(fmt_setter)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        2    0.000    0.000    0.000    0.000 zipfile.py:1175(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.004    0.004 outcomes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 source.py:27(Source)
        1    0.000    0.000    0.000    0.000 python_api.py:329(ApproxDecimal)
        2    0.000    0.000    0.000    0.000 protocol.py:16(__init__)
        6    0.000    0.000    0.000    0.000 storage.py:176(__init__)
       88    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       65    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.077    0.077 __init__.py:3(<module>)
       48    0.000    0.000    0.000    0.000 typing.py:629(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.000    0.000 shutil.py:1073(get_terminal_size)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 local.py:111(LocalPath)
        1    0.000    0.000    0.000    0.000 nodes.py:77(Node)
        1    0.000    0.000    0.000    0.000 difflib.py:27(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        3    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        8    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 inspect.py:1723(_signature_get_partial)
       25    0.000    0.000    0.000    0.000 _make.py:285(_get_annotations)
       19    0.000    0.000    0.000    0.000 _make.py:1043(_has_frozen_base_class)
       54    0.000    0.000    0.000    0.000 _make.py:1090(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        6    0.000    0.000    0.000    0.000 __init__.py:461(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 common.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:696(Config)
        1    0.000    0.000    0.000    0.000 findpaths.py:1(<module>)
        6    0.000    0.000    0.000    0.000 fixtures.py:1005(__call__)
        7    0.000    0.000    0.000    0.000 <attrs generated init _pytest.fixtures.FixtureFunctionMarker>:1(__init__)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
       11    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       36    0.000    0.000    0.000    0.000 enum.py:623(name)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 code.py:180(TracebackEntry)
        1    0.000    0.000    0.000    0.000 inspect.py:2879(_bind)
       25    0.000    0.000    0.000    0.000 _make.py:372(<dictcomp>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        1    0.000    0.000    0.005    0.005 zipp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:611(PurePath)
        5    0.000    0.000    0.000    0.000 pathlib.py:1007(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1202(read_text)
        1    0.000    0.000    0.013    0.013 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       60    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        6    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 code.py:291(Traceback)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        7    0.000    0.000    0.000    0.000 hooks.py:101(setattr_hookimpl_opts)
        7    0.000    0.000    0.000    0.000 __init__.py:496(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat.py:66(disable_stdlib_finder)
        1    0.000    0.000    0.014    0.014 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 recipes.py:9(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:377(NonCallableMock)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       71    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
        1    0.000    0.000    0.000    0.000 rewrite.py:549(AssertionRewriter)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.001    0.001 code.py:47(Code)
        2    0.000    0.000    0.000    0.000 inspect.py:2750(__init__)
       25    0.000    0.000    0.000    0.000 _make.py:387(<listcomp>)
       23    0.000    0.000    0.000    0.000 _make.py:1208(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:1914(_CountingAttr)
        1    0.000    0.000    0.000    0.000 _compat.py:128(make_set_closure_cell)
        1    0.000    0.000    0.000    0.000 platform.py:1149(_sys_version)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _funcs.py:116(astuple)
        1    0.000    0.000    0.000    0.000 _version_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:993(Path)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 apipkg.py:40(initpkg)
       10    0.000    0.000    0.000    0.000 apipkg.py:94(<listcomp>)
        1    0.000    0.000    0.002    0.002 version.py:267(Version)
        4    0.000    0.000    0.000    0.000 local.py:143(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:425(Item)
        1    0.000    0.000    0.006    0.006 protocol.py:1(<module>)
        1    0.000    0.000    0.003    0.003 storage.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 saferepr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
        4    0.000    0.000    0.000    0.000 inspect.py:2467(__init__)
        1    0.000    0.000    0.013    0.013 converters.py:3(<module>)
        2    0.000    0.000    0.000    0.000 _make.py:1255(_add_eq)
       20    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:1585(TextIO)
        8    0.000    0.000    0.000    0.000 _make.py:1938(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 callers.py:3(<module>)
        2    0.000    0.000    0.000    0.000 zipp.py:96(make)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        5    0.000    0.000    0.000    0.000 pathlib.py:660(_from_parts)
        1    0.000    0.000    0.014    0.014 parser.py:5(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 _error.py:4(<module>)
        1    0.000    0.000    0.000    0.000 common.py:131(PathBase)
        1    0.000    0.000    0.000    0.000 argparse.py:1606(ArgumentParser)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fixtures.py:340(FixtureRequest)
        1    0.000    0.000    0.000    0.000 main.py:378(Session)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 reports.py:39(BaseReport)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 recwarn.py:133(WarningsRecorder)
        1    0.000    0.000    0.000    0.000 ndbm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
        7    0.000    0.000    0.005    0.001 mock.py:458(_mock_add_spec)
        7    0.000    0.000    0.000    0.000 mock.py:530(__set_side_effect)
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        9    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:459(tokenize)
       15    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:197(set_closure_cell)
        1    0.000    0.000    0.000    0.000 filters.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:57(EntryPoint)
        1    0.000    0.000    0.000    0.000 __init__.py:160(Distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:510(read_text)
        2    0.000    0.000    0.000    0.000 zipp.py:135(_pathlib_compat)
        1    0.000    0.000    0.000    0.000 zipfile.py:1149(ZipFile)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.002    0.002 parser.py:59(parsestr)
        1    0.000    0.000    0.001    0.001 feedparser.py:139(__init__)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
      4/2    0.000    0.000    0.002    0.001 apipkg.py:68(importobj)
        1    0.000    0.000    0.000    0.000 apipkg.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _builtin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debugging.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fixtures.py:1040(<dictcomp>)
        1    0.000    0.000    0.000    0.000 legacy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:214(CallInfo)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:28(<module>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       10    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:536(_code_to_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        7    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        1    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        1    0.000    0.000    0.000    0.000 test_protocol.py:58(__init__)
        1    0.000    0.000    0.000    0.000 rewrite.py:39(AssertionRewritingHook)
        1    0.000    0.000    0.000    0.000 code.py:117(Frame)
        1    0.000    0.000    0.001    0.001 code.py:912(TerminalRepr)
        1    0.000    0.000    0.000    0.000 code.py:941(ExceptionChainRepr)
        3    0.000    0.000    0.000    0.000 inspect.py:2038(p)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 linecache.py:6(<module>)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       30    0.000    0.000    0.000    0.000 _make.py:589(<genexpr>)
       34    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
       21    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1171(__class_getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1571(BinaryIO)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
