         3741936 function calls (3648040 primitive calls) in 2.102 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typing.py:1295(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1319(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1351(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1380(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1615(io)
        1    0.000    0.000    0.000    0.000 typing.py:1630(re)
        1    0.000    0.000    0.000    0.000 _make.py:1910(<listcomp>)
        2    0.000    0.000    0.000    0.000 _make.py:2062(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:2043(Factory)
        1    0.000    0.000    0.000    0.000 _make.py:2136(_AndValidator)
        2    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 _compat.py:116(isclass)
        1    0.000    0.000    0.000    0.000 _compat.py:124(metadata_proxy)
        1    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        1    0.000    0.000    0.000    0.000 :1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:142(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 :1(_InstanceOfValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_ProvidesValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_OptionalValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_InValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_IsCallableValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepMapping>:1(<module>)
        4    0.000    0.000    0.000    0.000 _funcs.py:215(has)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(__init__)
        1    0.000    0.000    0.000    0.000 manager.py:23(PluginValidationError)
        1    0.000    0.000    0.000    0.000 _tracing.py:6(TagTracer)
        1    0.000    0.000    0.000    0.000 _tracing.py:53(TagTracerSub)
        1    0.000    0.000    0.000    0.000 callers.py:103(_LegacyMultiCall)
        2    0.000    0.000    0.000    0.000 hooks.py:18(__init__)
        1    0.000    0.000    0.000    0.000 hooks.py:10(HookspecMarker)
        1    0.000    0.000    0.000    0.000 hooks.py:58(HookimplMarker)
        1    0.000    0.000    0.000    0.000 __init__.py:136(PackagePath)
        1    0.000    0.000    0.000    0.000 __init__.py:152(FileHash)
        5    0.000    0.000    0.000    0.000 __init__.py:228(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:224(_discover_resolvers)
        1    0.000    0.000    0.016    0.016 __init__.py:250(version)
        1    0.000    0.000    0.000    0.000 __init__.py:382(path)
        1    0.000    0.000    0.000    0.000 __init__.py:413(joinpath)
        1    0.000    0.000    0.000    0.000 __init__.py:403(FastPath)
        1    0.000    0.000    0.000    0.000 __init__.py:451(Prepared)
        1    0.000    0.000    0.000    0.000 __init__.py:480(find_distributions)
        1    0.000    0.000    0.000    0.000 __init__.py:472(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 zipp.py:67(CompleteDirs)
        2    0.000    0.000    0.000    0.000 zipp.py:213(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:38(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:592(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        2    0.000    0.000    0.000    0.000 zipfile.py:1790(__del__)
        2    0.000    0.000    0.000    0.000 zipfile.py:1794(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1925(PyZipFile)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _compat.py:53(install)
        1    0.000    0.000    0.000    0.000 _compat.py:115(PyPy_repr)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:167(Error)
        1    0.000    0.000    0.000    0.000 configparser.py:242(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:253(InterpolationError)
        1    0.000    0.000    0.000    0.000 configparser.py:263(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:296(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:339(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 configparser.py:359(Interpolation)
        1    0.000    0.000    0.000    0.000 configparser.py:1189(ConfigParser)
        1    0.000    0.000    0.000    0.000 configparser.py:1304(ConverterMapping)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:583(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:710(__fspath__)
        1    0.000    0.000    0.000    0.000 pathlib.py:899(joinpath)
        1    0.000    0.000    0.000    0.000 pathlib.py:980(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1184(open)
        1    0.000    0.000    0.000    0.000 pathlib.py:1484(WindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:760(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 _error.py:35(ErrorMaker)
        1    0.000    0.000    0.000    0.000 apipkg.py:185(AliasModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:174(AliasModule)
        1    0.000    0.000    0.000    0.000 compat.py:255(_PytestWrapper)
        1    0.000    0.000    0.000    0.000 compat.py:373(CaptureIO)
        1    0.000    0.000    0.000    0.000 outcomes.py:44(Skipped)
        1    0.000    0.000    0.000    0.000 outcomes.py:59(Failed)
        1    0.000    0.000    0.000    0.000 outcomes.py:65(Exit)
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 :1(_PytestWrapperAttributes)
        6    0.000    0.000    0.000    0.000 <attrs generated init _pytest.compat._PytestWrapper>:1(__init__)
        1    0.000    0.000    0.000    0.000 common.py:438(FNMatcher)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest._code.code.FormattedExcinfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 terminalwriter.py:288(Win32ConsoleWriter)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest._code.code.FormattedExcinfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 terminalwriter.py:27(_getdimensions)
        1    0.000    0.000    0.000    0.000 warning_types.py:13(PytestWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:33(PytestCacheWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:73(PytestExperimentalApiWarning)
        1    0.000    0.000    0.000    0.000 warning_types.py:118(UnformattedWarning)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.warning_types.UnformattedWarning>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:54(ConftestImportFailure)
        1    0.000    0.000    0.000    0.000 __init__.py:108(cmdline)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:656(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:757(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:848(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:906(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:923(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:940(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:978(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1047(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1075(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1171(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1225(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1552(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.config.Config.InvocationParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash _pytest.config.Config.InvocationParams>:1(<module>)
        1    0.000    0.000    0.000    0.000 fixtures.py:42(PseudoFixtureDef)
        1    0.000    0.000    0.000    0.000 fixtures.py:301(FuncFixtureInfo)
        1    0.000    0.000    0.000    0.000 fixtures.py:634(SubRequest)
        1    0.000    0.000    0.000    0.000 fixtures.py:692(FixtureLookupError)
        1    0.000    0.000    0.000    0.000 fixtures.py:824(FixtureDef)
        7    0.000    0.000    0.000    0.000 fixtures.py:966(_ensure_immutable_ids)
        1    0.000    0.000    0.000    0.000 :1(PseudoFixtureDefAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.fixtures.PseudoFixtureDef>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.fixtures.PseudoFixtureDef>:1(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:353(Collector)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.fixtures.FuncFixtureInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash _pytest.fixtures.FixtureFunctionMarker>:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:354(NoMatch)
        1    0.000    0.000    0.000    0.000 nodes.py:358(CollectError)
        1    0.000    0.000    0.000    0.000 nodes.py:396(FSCollector)
        1    0.000    0.000    0.000    0.000 legacy.py:12(MarkMapping)
        1    0.000    0.000    0.000    0.000 :1(MarkMappingAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.mark.legacy.MarkMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq _pytest.mark.legacy.MarkMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:336(NodeKeywords)
        1    0.000    0.000    0.000    0.000 :1(MarkAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.mark.structures.Mark>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(MarkDecoratorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated init _pytest.mark.structures.MarkDecorator>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(NodeMarkersAttributes)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:852(Tdb)
        1    0.000    0.000    0.000    0.000 reports.py:313(CollectReport)
        1    0.000    0.000    0.000    0.000 reports.py:336(CollectErrorRepr)
        1    0.000    0.000    0.000    0.000 :1(_bestrelpath_cacheAttributes)
        1    0.000    0.000    0.000    0.000 python.py:300(PyCollector)
        1    0.000    0.000    0.000    0.000 python.py:540(Package)
        1    0.000    0.000    0.000    0.000 python.py:756(Instance)
        1    0.000    0.000    0.000    0.000 python.py:876(Metafunc)
        1    0.000    0.000    0.000    0.000 python_api.py:48(ApproxBase)
        1    0.000    0.000    0.000    0.000 python_api.py:214(ApproxScalar)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 more.py:2186(SequenceView)
        1    0.000    0.000    0.000    0.000 protocol.py:13(OffChainVASP)
        2    0.000    0.000    0.000    0.000 protocol.py:139(get_final_sequence)
        1    0.000    0.000    0.000    0.000 executor.py:7(ProtocolCommand)
        1    0.000    0.000    0.000    0.000 utils.py:218(JSONSerializable)
        1    0.000    0.000    0.000    0.000 command_processor.py:1(CommandProcessor)
        1    0.000    0.000    0.000    0.000 command_processor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocol_messages.py:108(CommandResponseObject)
        1    0.000    0.000    0.000    0.000 storage.py:9(Storable)
        1    0.000    0.000    0.000    0.000 storage.py:55(StorableDict)
        1    0.000    0.000    0.000    0.000 storage.py:230(StorableValue)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 business.py:8(BusinessAsyncInterupt)
        1    0.000    0.000    0.000    0.000 business.py:21(BusinessNotAuthorized)
        1    0.000    0.000    0.000    0.000 business.py:226(VASPInfo)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:341(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 case.py:1368(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:1426(_SubTest)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        2    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1662(RootLogger)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        3    0.000    0.000    0.000    0.000 mock.py:250(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:248(_SentinelObject)
        1    0.000    0.000    0.000    0.000 mock.py:262(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:260(_Sentinel)
        1    0.000    0.000    0.000    0.000 mock.py:314(_CallList)
        1    0.000    0.000    0.000    0.000 mock.py:361(_MockIter)
        7    0.000    0.000    0.000    0.000 mock.py:372(__init__)
        3    0.000    0.000    0.000    0.000 mock.py:494(__set_return_value)
        1    0.000    0.000    0.000    0.000 mock.py:987(CallableMixin)
        1    0.000    0.000    0.000    0.000 mock.py:1092(Mock)
        1    0.000    0.000    0.000    0.000 mock.py:1627(_patch_dict)
        1    0.000    0.000    0.000    0.000 mock.py:1946(MagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:1968(MagicProxy)
        1    0.000    0.000    0.000    0.000 mock.py:1991(_ANY)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        9    0.000    0.000    0.000    0.000 contextlib.py:355(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       11    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        3    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        5    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
       10    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2609(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:686(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:1349(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:450(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:721(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 _compat.py:208(make_func_with_cell)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 _compat.py:144(set_first_cellvar_to)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(AttrsAttributeNotFoundError)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(NotAnAttrsClassError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(DefaultAlreadySetError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(UnannotatedAttributeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:52(PythonTooOldError)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 validators.py:26(_InstanceOfValidator)
        1    0.000    0.000    0.000    0.000 validators.py:258(_IsCallableValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._OptionalValidator>:1(<module>)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InValidator>:1(<module>)
        5    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 _version_info.py:77(__lt__)
        1    0.000    0.000    0.000    0.000 callers.py:27(HookCallError)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:66(__init__)
        7    0.000    0.000    0.000    0.000 hooks.py:69(__call__)
        1    0.000    0.000    0.000    0.000 hooks.py:194(_HookRelay)
        1    0.000    0.000    0.000    0.000 hooks.py:338(HookImpl)
        1    0.000    0.000    0.000    0.000 hooks.py:351(HookSpec)
        1    0.000    0.000    0.000    0.000 __init__.py:53(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 zipp.py:117(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(LargeZipFile)
        2    0.000    0.000    0.000    0.000 zipfile.py:663(_check_compression)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        4    0.000    0.000    0.000    0.000 _compat.py:74(matches)
        1    0.000    0.000    0.000    0.000 _compat.py:83(NullFinder)
        1    0.000    0.000    0.000    0.000 configparser.py:180(NoSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:189(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:215(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:275(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:283(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 configparser.py:1221(SafeConfigParser)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:386(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:489(_TerminatingSelector)
